,City,Country,Date,Lat,Long,Temperature,Humidity,Wind Speed,Cloud Cover
70,avarua,CK,1583962580,-21.21,-159.78,84.2,70,9.17,46
71,mys shmidta,RU,1583962857,62.06,48.62,33.46,99,4.5,100
72,tazovskiy,RU,1583962857,67.47,78.7,4.82,91,16.55,100
73,leshukonskoye,RU,1583962857,64.9,45.76,32.88,98,4.79,100
74,tura,IN,1583962595,25.52,90.22,67.93,42,3.04,0
75,san quintin,ML,1583962566,13.3,-4.9,83.05,5,10.6,59
76,yellowknife,CA,1583962858,62.46,-114.35,3.11,54,11.41,20
77,hofn,IS,1583962858,64.25,-15.21,37.42,75,44.49,100
78,gravdal,NO,1583962858,68.12,13.5,30.83,100,11.41,75
79,atuona,PF,1583962858,-9.8,-139.03,82.18,77,11.12,15
80,hambantota,LK,1583962858,6.12,81.12,77.72,79,9.8,13
81,meadow lake,US,1583962858,45.53,-102.22,56.05,26,14.99,100
82,san pedro,ML,1583962720,13.3,-4.9,83.05,5,10.6,59
83,kununurra,AU,1583962858,-15.77,128.73,71.6,94,0.94,0
84,castro,BR,1583962607,-24.79,-50.01,72.82,63,2.82,0
85,xining,CN,1583962858,36.62,101.77,25.14,39,3.2,100
86,jiaozuo,CN,1583962859,35.24,113.23,49.89,53,4.27,100
87,talnakh,RU,1583962637,69.49,88.4,6.8,84,35.79,90
88,belmonte,BR,1583962859,-15.86,-38.88,77.0,94,2.24,75
89,port lincoln,CD,1583962859,-7.03,29.76,77.32,75,7.16,100
90,leh,IN,1583962823,34.17,77.58,15.71,44,4.94,100
91,new norfolk,LR,1583962859,6.65,-10.59,76.93,92,2.91,88
92,severo-kurilsk,RU,1583962859,50.68,156.12,25.38,88,35.21,98
93,narsaq,GL,1583962859,60.92,-46.05,15.31,61,2.8,0
94,arraial do cabo,BR,1583962859,-22.84,-46.65,80.87,40,8.05,0
95,souillac,MU,1583962859,-20.52,57.52,80.35,94,3.36,75
96,lyuban,BY,1583962860,52.8,28.0,38.68,75,11.72,35
97,barrow,US,1583962860,71.29,-156.79,-34.6,91,8.05,20
98,okha,RU,1583962860,53.57,142.95,4.78,85,26.69,100
99,luwuk,ID,1583962860,-0.95,122.79,81.93,71,4.81,0
100,bluff,NZ,1583962860,-46.6,168.33,49.1,86,6.51,95
101,havre,FR,1583962860,49.58,0.33,54.32,76,19.46,90
102,puerto ayora,ES,1583962860,36.59,-6.23,69.3,35,14.99,100
103,yar-sale,RU,1583962860,66.83,70.83,4.26,76,7.0,37
104,novyy urengoy,RU,1583962860,45.01,38.98,48.6,81,4.47,50
105,esperance,AU,1583962860,-33.87,121.9,60.8,82,8.05,43
106,victoria,HK,1583962843,22.29,114.16,66.33,82,19.46,40
107,santa marinella,PH,1583962756,17.49,120.43,71.87,80,4.92,35
108,mitu,CO,1583962861,1.2,-70.17,90.9,49,3.13,83
109,fort nelson,NL,1583962861,52.65,6.39,51.73,81,17.22,90
110,namatanai,PG,1583962861,-3.67,152.43,83.41,73,10.27,64
111,richards bay,US,1583962861,46.84,-95.91,37.62,100,13.87,1
112,hokitika,NZ,1583962707,-42.72,170.97,58.33,70,10.07,0
113,nacogdoches,US,1583962861,31.6,-94.63,79.86,57,11.41,40
114,seoul,KR,1583962833,37.57,126.98,28.26,100,1.12,1
115,shelburne,CA,1583962861,44.08,-80.2,35.35,55,13.87,75
116,cherskiy,RU,1583962862,68.75,161.3,-11.07,96,6.35,100
117,cabo san lucas,BR,1583962651,-8.28,-35.03,84.2,74,8.05,75
118,provideniya,RU,1583962862,64.38,-173.3,14.0,85,6.71,90
119,sarangani,PH,1583962862,5.4,125.46,80.91,79,30.94,87
120,napier,NZ,1583962562,-39.48,176.92,61.0,64,15.01,46
121,carnarvon,AU,1583962798,-24.87,113.63,69.8,100,6.6,0
122,kruisfontein,ZA,1583962862,-34.0,24.73,67.35,82,17.78,100
123,lagunas,PE,1583962862,-5.23,-75.68,91.31,50,3.76,93
124,sabha,LY,1583962862,27.04,14.43,53.26,50,8.86,0
125,frontera,MX,1583962629,26.93,-101.45,84.02,37,3.09,100
126,leningradskiy,RU,1583962862,69.38,178.42,-14.91,81,9.8,26
127,sumenep,ID,1583962863,-7.02,113.87,79.16,83,3.76,0
128,paris,FR,1583962204,48.85,2.35,54.63,71,14.99,8
129,beringovskiy,RU,1583962594,63.05,179.32,3.7,91,10.87,62
130,kahului,US,1583962800,20.89,-156.47,74.91,61,10.29,40
131,fredericksburg,US,1583962863,38.3,-77.46,58.35,51,0.78,1
132,kingaroy,AU,1583962863,-26.53,151.83,65.16,77,10.29,53
133,hanover,DE,1583962863,52.37,9.73,51.96,87,9.17,75
134,sint michiel,MA,1583962863,30.06,-8.82,68.0,37,9.17,0
135,hithadhoo,MV,1583962863,-0.6,73.08,83.37,73,10.09,100
136,sao filipe,IN,1583962863,20.51,76.21,65.19,45,3.8,0
137,kodiak,US,1583962863,57.79,-152.41,30.2,36,11.41,1
138,mayo,US,1583962863,38.89,-76.51,52.25,46,4.7,40
139,khasan,RU,1583962863,42.43,130.64,29.12,78,3.38,63
140,kaitangata,NZ,1583962864,-46.28,169.85,49.28,83,9.17,0
141,luderitz,NA,1583962864,-26.65,15.16,64.4,88,9.17,12
142,sao felix do xingu,IN,1583962864,20.51,76.21,65.19,45,3.8,0
143,alofi,NU,1583962584,-19.06,-169.92,82.36,78,17.6,100
144,siatista,GR,1583962864,40.26,21.54,46.35,60,6.93,6
145,phoenix,US,1583962628,33.45,-112.07,64.45,88,2.46,90
146,chokurdakh,RU,1583962864,70.63,147.92,-29.65,93,4.59,0
147,port blair,CD,1583962864,-7.03,29.76,77.32,75,7.16,100
148,klaksvik,FO,1583962597,62.23,-6.59,32.0,71,9.69,100
149,santa maria,PH,1583962864,17.49,120.43,71.87,80,4.92,35
150,hibbing,US,1583962864,47.43,-92.94,36.39,69,10.29,40
151,lydenburg,ZA,1583962865,-25.1,30.46,70.0,94,1.99,98
152,mahebourg,MU,1583962610,-20.41,57.7,80.76,94,3.36,75
153,juneau,US,1583962663,58.3,-134.42,29.8,80,6.93,90
154,hilo,US,1583962865,19.73,-155.09,76.82,58,12.75,20
155,lahat,ID,1583962865,-3.8,103.53,69.62,97,1.97,98
156,gat,IL,1583962864,31.61,34.76,65.89,82,4.7,40
157,half moon bay,LR,1583962865,6.38,-10.7,76.93,92,2.91,88
158,takoradi,GH,1583962865,4.88,-1.76,80.35,85,5.03,16
159,cidreira,BR,1583962865,-30.18,-50.21,75.76,84,15.88,0
160,geraldton,AU,1583962865,-28.77,114.6,67.98,83,9.17,75
161,taunton,GB,1583962762,51.02,-3.1,49.73,76,13.87,75
162,lagoa da prata,PT,1583962617,39.05,-27.98,57.38,73,13.27,100
163,normandin,CA,1583962866,48.83,-72.53,10.4,55,6.93,75
164,ternate,ID,1583962866,0.8,127.4,74.59,93,3.47,13
165,yarmouth,US,1583962866,41.71,-70.23,43.72,61,4.7,1
166,kaseda,JP,1583962866,31.42,130.32,32.0,68,3.36,40
167,lampa,CL,1583962866,-33.28,-70.9,78.19,22,17.22,40
168,lima,PE,1583962163,-12.04,-77.03,82.4,61,12.75,39
169,mangalia,RO,1583962866,43.8,28.58,48.78,81,13.87,100
170,tarakan,ID,1583962866,3.3,117.63,79.83,85,9.78,20
171,manono,CD,1583962866,-7.3,27.42,68.32,95,2.21,100
172,butaritari,KI,1583962587,3.07,172.79,82.58,78,16.62,100
173,panguipulli,CL,1583962867,-39.63,-72.33,73.15,49,8.05,79
174,muscat,OM,1583962698,23.61,58.59,68.0,40,4.7,0
175,brae,GB,1583962867,60.4,-1.35,38.98,62,34.45,100
176,bambous virieux,MU,1583962867,-20.26,57.41,80.31,94,3.36,75
177,sitka,US,1583962867,57.05,-135.33,33.8,86,10.29,90
178,hami,CN,1583962867,42.8,93.45,29.16,40,20.78,100
179,qaanaaq,GL,1583962581,77.48,-69.36,-23.19,50,6.15,0
180,verkhoyansk,RU,1583962867,67.54,133.38,-30.57,99,1.45,29
181,menongue,AO,1583962867,-14.66,17.69,64.9,90,3.85,100
182,isiolo,KE,1583962867,0.35,37.58,75.6,64,4.52,100
183,blackwater,AU,1583962867,-23.58,148.88,68.05,74,17.54,0
184,oksfjord,NO,1583962867,70.24,22.35,24.22,86,4.7,75
185,launceston,AU,1583962868,-41.45,147.17,56.43,93,0.96,12
186,labuhan,ID,1583962868,-6.88,112.21,74.71,93,2.04,56
187,yerbogachen,RU,1583962868,61.28,108.01,1.11,94,10.56,100
188,calvinia,ZA,1583962868,-31.47,19.78,66.33,43,5.77,0
189,norwich,GB,1583962855,52.63,1.3,50.7,81,18.34,75
190,portland,US,1583962779,45.52,-122.68,53.17,54,8.05,75
191,necochea,AR,1583962868,-38.55,-58.74,72.73,79,8.01,100
192,san cristobal,ML,1583962614,13.3,-4.9,83.05,5,10.6,59
193,tilichiki,RU,1583962868,60.47,166.1,27.72,93,35.81,100
194,alyangula,AU,1583962868,-13.85,136.42,73.4,100,5.23,99
195,coquimbo,CL,1583962868,-29.95,-71.34,66.2,77,10.29,40
196,charters towers,US,1583962868,38.57,-83.43,56.88,54,9.17,1
197,pilar,BR,1583962868,-9.6,-35.96,82.4,74,11.41,40
198,vyazma,RU,1583962869,55.21,34.3,41.56,87,11.56,100
199,jiuquan,CN,1583962869,39.74,98.52,21.74,49,3.18,98
200,capreol,CA,1583962869,46.71,-80.92,31.01,92,8.05,90
201,grindavik,IS,1583962869,63.84,-22.43,31.05,86,29.97,90
202,pevek,RU,1583962869,69.7,170.31,-9.56,87,6.33,99
203,chabahar,IR,1583962869,25.29,60.64,68.45,41,10.4,0
204,vardo,NO,1583962869,70.37,31.11,27.64,86,28.86,75
205,hasaki,JP,1583962869,35.73,140.83,41.0,56,8.05,20
206,evensk,RU,1583962869,61.95,159.23,9.82,90,33.53,100
207,fayetteville,US,1583962869,35.05,-78.88,73.67,50,9.17,40
208,marsa matruh,MT,1583962757,35.88,14.5,52.02,81,4.7,0
209,jagdalpur,IN,1583962870,19.07,82.03,72.1,62,2.86,0
210,ocean city,US,1583962605,39.9,-74.22,53.8,34,8.05,40
211,belaya gora,UA,1583962870,49.03,25.77,46.0,76,5.99,0
212,yashan,CN,1583962870,22.2,109.94,70.77,93,12.66,100
213,houston,US,1583962353,29.76,-95.36,79.88,57,6.93,75
214,pierre,US,1583962870,44.37,-100.35,66.2,20,9.17,1
215,san andres,ML,1583962720,13.3,-4.9,83.05,5,10.6,59
216,ystad,SE,1583962870,55.43,13.82,42.48,75,14.99,0
217,demba,CD,1583962870,-5.51,22.27,70.32,98,4.65,100
218,sisimiut,GL,1583962870,66.94,-53.67,-2.25,91,4.5,89
219,sorland,NO,1583962871,67.67,12.69,30.2,100,11.41,75
220,airai,TL,1583962623,-8.93,125.41,67.06,90,2.59,41
221,xichang,CN,1583962871,27.9,102.26,32.86,87,2.75,53
222,clyde river,US,1583962872,41.3,-82.98,43.02,80,6.93,90
223,eureka,US,1583962747,40.8,-124.16,54.59,81,8.05,90
224,pisco,PE,1583962581,-13.7,-76.22,74.01,30,18.34,0
225,pontes e lacerda,BR,1583962872,-4.83,-43.37,80.6,88,3.36,75
226,okaihau,NZ,1583962872,-35.32,173.78,67.98,81,7.0,5
227,jumla,NP,1583962872,29.27,82.18,34.52,77,4.12,100
228,tamandare,BR,1583962872,-8.76,-35.1,83.07,76,13.38,2
229,doha,QA,1583962606,25.29,51.53,65.48,88,1.12,0
230,grand gaube,US,1583962872,38.88,-109.5,51.8,81,3.36,90
231,inuvik,CA,1583962872,68.35,-133.72,-11.2,57,10.29,40
232,hailar,CN,1583962872,49.2,119.7,-1.79,67,19.95,2
233,makakilo city,US,1583962589,21.35,-158.09,77.25,69,3.36,90
234,hutchinson,US,1583962873,38.06,-97.93,69.94,37,14.99,1
235,kutum,SD,1583962873,14.2,24.67,75.27,12,12.66,50
236,mar del plata,ES,1583962873,43.4,-4.01,53.82,93,4.7,44
237,jutai,BR,1583962873,-5.18,-68.9,89.73,59,2.48,98
238,tomatlan,MX,1583962873,19.93,-105.25,92.97,34,8.75,99
239,ostrovnoy,RU,1583962873,68.05,39.51,23.95,93,9.17,97
240,inyonga,TZ,1583962873,-6.72,32.07,65.64,94,1.7,93
241,uthai thani,TH,1583962873,14.36,100.67,82.33,83,6.93,0
242,havelock,US,1583962798,34.88,-76.9,69.53,56,19.46,1
243,sri aman,MA,1583962873,30.04,-8.8,68.0,37,9.17,0
244,guerrero negro,MX,1583962873,17.67,-100.0,77.49,37,2.84,55
245,mecca,SA,1583962749,21.43,39.83,79.61,53,3.49,0
246,maturin,VE,1583962874,9.75,-63.18,88.61,43,12.46,54
247,shingu,JP,1583962874,33.73,135.98,45.81,70,8.68,0
248,acari,PE,1583962874,-15.43,-74.62,74.97,63,8.66,1
249,sarakhs,IR,1583962874,36.54,61.16,41.0,47,2.24,0
250,casper,US,1583962590,42.87,-106.31,55.74,32,36.91,1
251,roald,NO,1583962874,62.58,6.13,36.25,80,18.34,40
252,wanaka,NZ,1583962832,-44.7,169.15,53.01,78,1.5,5
253,lavrentiya,RU,1583962874,65.58,-171.0,-1.12,96,4.61,100
254,paratinga,BR,1583962874,-12.69,-43.18,75.2,94,2.24,100
255,samarai,PG,1583962874,-10.62,150.67,77.9,91,6.44,91
256,coihaique,CL,1583962874,-45.58,-72.07,61.81,48,9.17,40
257,bethel,US,1583962583,41.37,-73.41,50.9,23,5.82,1
258,krasnoselkup,RU,1583962875,65.7,82.47,18.64,85,18.86,72
259,fairbanks,US,1583962803,64.84,-147.72,-6.48,83,3.06,1
260,bay roberts,US,1583962875,43.73,-84.02,41.72,70,3.36,90
261,roebourne,AU,1583962875,-20.78,117.13,85.32,38,24.85,100
262,polovinnoye,RU,1583962875,54.79,65.99,31.41,96,13.94,100
263,kathu,TH,1583962875,7.92,98.33,77.0,83,5.57,20
264,georgetown,MY,1583962875,5.41,100.34,79.41,94,3.36,40
265,huarmey,PE,1583962875,-10.07,-78.15,82.22,46,10.45,24
266,natal,BR,1583962875,-5.79,-35.21,84.2,70,9.17,20
267,fevik,NO,1583962875,58.38,8.68,40.98,93,14.99,40
268,kismayo,SO,1583962875,-0.36,42.55,81.39,76,17.0,100
269,zlitan,LY,1583962875,32.47,14.57,57.49,69,11.79,0
270,lucapa,AO,1583962876,-8.42,20.74,67.59,96,3.76,89
271,taltal,CL,1583962876,-25.4,-70.48,67.23,72,5.88,0
272,rosarito,MX,1583962731,32.33,-117.03,68.04,72,9.17,75
273,kropotkin,RU,1583962876,45.44,40.58,50.34,78,13.18,93
274,lompoc,US,1583962579,34.64,-120.46,62.51,77,8.05,90
275,sandwick,GB,1583962876,60.0,-1.25,39.34,75,36.91,84
276,fortuna,US,1583962876,40.6,-124.16,55.8,76,10.29,20
277,lebu,CL,1583962876,-37.62,-73.65,70.92,48,6.53,100
278,galle,LK,1583962877,6.04,80.22,80.49,72,12.71,0
279,klaebu,NO,1583962877,63.3,10.48,37.69,74,17.22,75
280,yulara,AU,1583962839,-25.24,130.99,71.6,49,8.05,36
281,nizwa,OM,1583962877,22.93,57.53,57.58,34,2.66,0
282,wick,GB,1583962850,58.43,-3.08,35.76,86,10.29,26
283,baker city,US,1583962877,30.59,-91.17,78.76,54,10.29,75
284,cabedelo,BR,1583962877,-6.98,-34.83,82.4,78,8.05,20
285,vila franca do campo,PT,1583962877,42.03,-8.16,55.78,93,3.36,90
286,binga,ZW,1583962877,-17.62,27.34,78.15,80,4.52,100
287,derbent,RU,1583962877,42.07,48.29,51.6,66,4.12,100
288,concepcion,CL,1583962705,-36.83,-73.05,68.0,72,10.29,100
289,gangarampur,IN,1583962877,25.4,88.52,72.12,41,6.17,0
290,kedrovyy,RU,1583962878,56.17,91.82,28.4,46,15.66,99
291,ngunguru,NZ,1583962676,-35.62,174.5,67.05,76,8.99,1
292,ust-kuyga,RU,1583962878,70.02,135.6,-28.12,98,7.52,43
293,banda aceh,IN,1583962878,25.48,80.33,69.94,83,9.28,0
294,miri,MY,1583962878,4.41,114.01,78.49,100,2.24,75
295,thinadhoo,MV,1583962878,0.53,72.93,83.28,69,10.18,100
296,newtownards,GB,1583962878,54.59,-5.69,36.3,95,8.05,98
297,lipno,PL,1583962878,52.84,19.18,42.24,79,10.65,0
298,viedma,AR,1583962878,-40.81,-63.0,82.81,24,16.04,19
299,nome,US,1583962611,64.5,-165.41,8.6,92,8.05,90
300,scarborough,GB,1583962879,54.28,-0.4,46.36,81,20.8,91
301,uvira,CD,1583962879,-3.41,29.15,52.9,93,0.81,100
302,ballina,AU,1583962723,-28.87,153.57,63.23,93,3.36,40
303,bathsheba,BB,1583962879,13.22,-59.52,80.6,65,16.11,20
304,constitucion,CL,1583962879,-35.33,-72.42,66.94,61,10.67,100
305,dabakala,CI,1583962880,8.37,-4.43,83.19,41,2.3,100
306,itoman,JP,1583962880,26.12,127.67,53.85,71,3.36,75
307,kyren,RU,1583962880,51.68,102.14,-3.69,66,7.27,0
308,atar,MR,1583962880,20.52,-13.05,71.94,7,6.51,0
309,tessalit,ML,1583962880,20.2,1.01,77.23,9,14.5,100
310,praya,CV,1583962858,14.92,-23.51,78.8,29,13.87,0
311,dunmore east,US,1583962880,41.42,-75.63,46.69,39,3.36,90
312,cavaillon,FR,1583962880,43.83,5.04,55.42,76,3.36,0
313,barcelos,PT,1583962880,41.54,-8.62,55.47,93,2.82,100
314,celestun,MX,1583962880,20.87,-90.4,74.71,79,15.28,0
315,nemuro,JP,1583962691,43.32,145.57,29.71,68,12.46,100
316,santa cruz,PH,1583962864,17.49,120.43,71.87,80,4.92,35
317,andenes,NO,1583962881,69.31,16.12,28.0,86,20.8,75
318,hannibal,US,1583962881,39.71,-91.36,51.82,76,6.93,90
319,qiongshan,CN,1583962881,20.01,110.35,75.2,88,6.71,20
320,danshui,CN,1583962881,22.8,114.47,66.47,77,11.18,90
321,dickinson,US,1583962881,29.46,-95.05,78.94,57,6.93,75
322,xingtai,CN,1583962881,37.06,114.49,51.22,31,7.23,31
323,darnah,LY,1583962881,32.77,22.64,59.18,72,12.8,66
324,aleksandro-nevskiy,RU,1583962882,53.48,40.21,45.68,77,14.14,100
325,camargo,MX,1583962882,27.67,-105.17,79.23,25,3.74,100
326,namikupa,TZ,1583962882,-10.83,39.6,73.29,97,1.34,18
327,oistins,BB,1583962882,13.07,-59.53,80.6,65,16.11,20
328,cayenne,GF,1583962883,4.93,-52.33,82.4,61,10.29,20
329,ribeira grande,ES,1583962883,42.75,-8.44,54.93,93,5.82,75
330,yazd,IR,1583962808,31.9,54.37,50.0,12,4.7,23
331,hovd,MN,1583962883,48.01,91.64,4.89,56,6.08,0
332,mugur-aksy,RU,1583962883,50.35,90.5,-9.18,58,5.77,0
333,qaqortoq,GL,1583962869,60.72,-46.03,28.89,66,7.34,73
334,chancay,PE,1583962883,-11.57,-77.27,82.4,61,12.75,13
335,batagay-alyta,RU,1583962883,67.8,130.41,-26.0,57,4.09,0
336,hamilton,US,1583962880,39.18,-84.53,52.21,71,4.7,90
337,pingdu,CN,1583962883,36.78,119.95,47.14,75,13.42,100
338,forssa,FI,1583962884,60.81,23.62,34.18,96,5.82,90
339,riachao das neves,BR,1583962884,-7.36,-46.62,80.02,79,2.68,86
340,san patricio,ML,1583962720,13.3,-4.9,83.05,5,10.6,59
341,vestmannaeyjar,IS,1583962884,63.44,-20.27,38.05,63,29.3,100
342,dingle,PH,1583962884,11.0,122.67,71.82,88,10.96,68
343,tiksi,RU,1583962625,71.69,128.87,-22.04,79,11.95,0
344,westport,US,1583962806,41.14,-73.36,51.89,29,9.17,1
345,olafsvik,IS,1583962884,64.89,-23.71,29.75,78,39.77,100
346,sampit,ID,1583962884,-2.53,112.95,76.28,95,1.32,71
347,shirokiy,RU,1583962884,49.76,129.52,14.99,95,10.67,100
348,haines junction,US,1583962884,59.23,-135.44,25.65,45,24.16,75
349,turayf,SA,1583962884,31.67,38.66,66.2,42,9.17,75
350,lata,PT,1583962885,40.16,-8.33,55.62,87,6.93,100
351,marzuq,YE,1583962885,14.4,46.47,59.29,57,0.65,2
352,alto araguaia,US,1583962885,31.65,-95.07,79.16,61,12.75,75
353,sines,PT,1583962885,37.96,-8.87,59.0,88,1.99,100
354,pahrump,US,1583962885,36.21,-115.98,63.27,48,11.41,20
355,anadyr,RU,1583962885,64.75,177.48,-11.11,83,4.47,40
356,ayagoz,KZ,1583962885,47.97,80.44,5.86,59,4.68,0
357,mastung,PK,1583962886,29.8,66.84,33.1,51,8.72,0
358,darovskoy,RU,1583962886,58.77,47.96,34.68,95,8.81,100
359,cururupu,BR,1583962886,-1.83,-44.87,77.52,95,2.55,100
360,khovu-aksy,RU,1583962886,51.13,93.6,0.54,79,6.89,0
361,opuwo,NA,1583962886,-18.06,13.84,71.44,40,5.55,43
362,champerico,GT,1583962886,14.3,-91.92,93.2,52,13.87,40
363,kasungu,MW,1583962886,-13.03,33.48,66.94,97,2.95,98
364,codrington,AU,1583962619,-38.27,141.97,68.81,53,17.0,63
365,raga,SS,1583962886,8.46,25.68,81.23,34,2.68,0
366,plotnikovo,RU,1583962886,55.02,85.94,19.4,62,13.42,94
367,hanmer springs,GB,1583962887,52.95,-2.81,46.2,76,27.51,75
368,concordia,AR,1583962887,-31.39,-58.02,95.0,39,1.99,100
369,rioja,AR,1583962887,-29.41,-66.85,83.59,40,5.7,59
370,salta,AR,1583962601,-24.79,-65.41,82.2,54,8.05,75
371,namibe,AO,1583962887,-15.2,12.15,75.58,84,7.25,69
372,rocha,UY,1583962887,-34.48,-54.33,78.1,60,14.92,100
373,bur gabo,DK,1583962887,56.37,8.43,44.69,93,16.11,100
374,havoysund,NO,1583962887,71.0,24.66,24.8,79,9.17,75
375,kolyvan,RU,1583962887,55.31,82.74,23.0,73,13.42,100
376,havre-saint-pierre,CA,1583962887,50.23,-63.6,19.4,73,13.87,75
377,port elizabeth,CD,1583962864,-7.03,29.76,77.32,75,7.16,100
378,cheyenne,US,1583962888,41.14,-104.82,61.29,22,23.04,40
379,sydney,AU,1583962888,-33.87,151.21,63.68,82,9.17,40
380,camacha,PT,1583962612,33.08,-16.33,61.25,77,6.93,40
381,mount isa,GB,1583962888,53.66,-1.85,44.69,93,19.46,40
382,chuguyevka,RU,1583962888,44.17,133.86,9.41,92,5.01,23
383,nichinan,JP,1583962888,31.6,131.37,32.0,62,3.36,40
384,baft,IR,1583962888,29.23,56.61,40.68,21,3.69,0
385,cyangugu,RW,1583962888,-2.48,28.91,60.8,97,2.51,99
386,puerto colombia,ES,1583962860,36.59,-6.23,69.3,35,14.99,100
387,shumskiy,RU,1583962888,54.83,99.13,21.87,74,6.76,100
