,City,Country,Date,Lat,Long,Temperature,Humidity,Wind Speed,Cloud Cover
172,salta,AR,1584039713,-24.79,-65.41,82.67,74,12.75,40
192,kununurra,AU,1584039715,-15.77,128.73,75.2,88,1.97,0
194,auki,SB,1584039715,-8.77,160.7,80.06,81,24.02,100
197,piacabucu,BR,1584039716,-10.41,-36.43,85.1,67,11.83,15
199,kaitangata,NZ,1584039716,-46.28,169.85,50.9,84,7.38,0
204,tual,ID,1584039690,-5.67,132.75,82.58,81,6.89,98
206,hokitika,NZ,1584039716,-42.72,170.97,57.74,87,8.9,2
208,upington,ZA,1584039717,-28.45,21.26,78.8,27,5.82,20
212,namatanai,PG,1584039717,-3.67,152.43,83.48,75,13.24,99
213,miandrivazo,MG,1584039717,-19.52,45.47,81.32,73,1.95,3
220,balikpapan,ID,1584039718,-1.27,116.83,83.84,77,15.59,91
222,lae,PG,1584039718,-6.72,146.98,64.94,77,6.15,85
225,karratha,AU,1584039718,-20.74,116.85,82.76,80,12.33,15
226,hualmay,PE,1584039718,-11.1,-77.61,82.4,51,11.03,34
227,camapua,BR,1584039718,-19.53,-54.04,89.06,51,6.26,0
241,otjiwarongo,NA,1584039719,-20.46,16.65,71.06,50,1.88,36
249,viedma,AR,1584039720,-40.81,-63.0,93.74,12,12.88,75
250,morros,BR,1584039720,-9.45,-46.3,82.94,65,3.62,100
258,saint-leu,RE,1584039721,-21.15,55.28,77.41,88,4.7,75
259,eenhana,NA,1584039721,-17.47,16.33,78.62,46,3.18,94
263,coihaique,CL,1584039721,-45.58,-72.07,53.58,93,3.36,90
269,vao,NC,1584039722,-22.67,167.48,80.06,78,8.41,95
271,biak,ID,1584039646,-0.91,122.88,81.32,75,3.67,16
273,gombong,ID,1584039722,-7.61,109.51,75.38,87,1.32,94
278,moerai,PF,1584039723,-22.43,-151.33,80.42,76,11.39,68
280,bandundu,CD,1584039723,-3.32,17.37,72.5,96,6.04,97
285,kieta,PG,1584039668,-6.22,155.63,82.04,79,11.21,100
292,cavalcante,BR,1584039724,-13.8,-47.46,73.4,83,4.68,99
301,knysna,ZA,1584039725,-34.04,23.05,69.8,77,17.22,40
306,sambava,MG,1584039726,-14.27,50.17,74.3,94,3.38,100
309,omboue,GA,1584039726,-1.57,9.26,78.8,84,4.14,81
311,boyolangu,ID,1584039677,-8.12,111.89,73.94,93,3.85,53
314,deniliquin,AU,1584039726,-35.53,144.97,64.99,54,4.0,0
319,chicama,PE,1584039727,-7.84,-79.15,77.0,78,9.17,75
320,maryborough,AU,1584039683,-25.53,152.7,64.22,84,7.02,4
321,oranjemund,NA,1584039727,-28.55,16.43,65.3,77,5.64,0
333,cabedelo,BR,1584039605,-6.98,-34.83,82.4,83,6.93,75
334,port blair,CD,1584039701,-7.03,29.76,78.44,70,4.41,100
337,olinda,BR,1584039728,-8.01,-34.86,86.0,66,9.17,40
339,talara,PE,1584039728,-4.58,-81.27,62.6,100,12.75,40
344,mumbwa,ZM,1584039729,-14.98,27.06,67.82,88,3.8,94
354,kasongo-lunda,CD,1584039730,-6.47,16.82,70.7,95,2.73,55
370,pimenta bueno,BR,1584039731,-20.48,-45.8,78.98,63,3.58,22
373,barranca,PE,1584039731,-10.75,-77.77,74.48,84,10.54,80
378,cabinda,AO,1584039732,-5.55,12.2,86.0,74,5.82,75
379,saquena,PE,1584039732,-4.67,-73.52,100.22,37,0.18,25
384,riachao,BR,1584039659,-7.36,-46.62,86.36,65,1.68,84
385,catamarca,AR,1584039732,-28.47,-65.79,71.06,59,5.44,98
386,luderitz,NA,1584039732,-26.65,15.16,63.5,88,15.05,0
387,mutoko,ZW,1584039733,-17.4,32.23,68.36,86,5.73,68
388,casma,CL,1584039733,-41.01,-73.12,67.98,82,11.41,75
395,nueva loja,EC,1584039733,-1.72,-79.83,84.09,74,5.82,40
400,coquimbo,CL,1584039734,-29.95,-71.34,68.0,72,13.87,20
402,kerema,PG,1584039734,-7.96,145.78,72.86,92,4.83,100
403,nangomba,TZ,1584039734,-10.9,38.5,74.66,93,5.95,71
404,antofagasta,CL,1584039734,-23.65,-70.4,72.64,64,12.75,42
415,caravelas,BR,1584039735,-17.71,-39.25,80.06,72,6.51,93
420,beira,MZ,1584039736,-19.84,34.84,80.6,88,9.17,20
421,itarema,BR,1584039736,-2.92,-39.92,82.4,88,5.82,75
422,ilebo,CD,1584039736,-4.32,20.58,73.22,98,2.39,100
423,manakara,MG,1584039736,-22.13,48.02,75.02,93,5.66,8
426,angoram,PG,1584039736,-4.06,144.07,74.66,90,3.29,87
442,rocha,UY,1584039643,-34.48,-54.33,85.64,53,10.74,100
443,labuhan,ID,1584039631,-6.88,112.21,76.82,86,2.28,66
444,daru,PG,1584039660,-9.08,143.21,74.66,96,6.31,100
449,medianeira,BR,1584039738,-25.3,-54.09,96.8,26,9.17,40
450,humaita,BR,1584039738,-7.51,-63.02,93.2,50,2.28,49
453,saquarema,BR,1584039738,-22.92,-42.51,81.57,69,14.99,75
455,belmonte,BR,1584039739,-15.86,-38.88,78.8,83,6.93,75
458,port hedland,CD,1584039739,-7.03,29.76,78.44,70,4.41,100
462,poum,NC,1584039729,-20.23,164.02,81.86,82,13.71,86
466,kroya,ID,1584039740,-7.63,109.25,75.38,87,1.32,94
480,mazamari,PE,1584039741,-11.33,-74.53,79.52,59,1.25,31
483,port keats,CD,1584039701,-7.03,29.76,78.44,70,4.41,100
484,mayumba,GA,1584039741,-3.43,10.66,82.94,75,3.0,100
486,burgersdorp,ZA,1584039741,-31.0,26.33,59.9,83,23.91,85
491,lorengau,PG,1584039665,-2.02,147.27,84.2,72,8.79,99
492,flinders,AU,1584039742,-34.58,150.86,57.72,93,10.45,7
495,padang,ID,1584039742,-0.95,100.35,68.72,96,3.42,76
506,valparaiso,CL,1584039743,-33.04,-71.63,66.85,72,9.17,0
509,ulladulla,AU,1584039743,-35.35,150.47,54.68,93,7.0,36
511,wembley,AU,1584039743,-31.93,115.8,68.0,64,13.87,0
512,lucapa,AO,1584039743,-8.42,20.74,68.0,96,3.89,51
514,poya,NC,1584039744,-21.35,165.15,80.42,79,5.08,96
515,comodoro rivadavia,BR,1584039744,-13.66,-59.79,82.04,84,3.06,96
516,yulara,AU,1584039661,-25.24,130.99,77.0,25,8.05,0
523,saint-joseph,RE,1584039745,-21.37,55.62,77.47,88,4.7,75
524,lamu,KE,1584039745,-2.27,40.9,83.84,76,19.77,93
528,taltal,CL,1584039745,-25.4,-70.48,68.54,68,7.9,5
531,samarai,PG,1584039746,-10.62,150.67,76.28,88,5.68,100
536,owando,CG,1584039746,-0.48,15.9,70.52,97,2.57,100
539,trairi,BR,1584039746,-3.28,-39.27,84.38,74,4.76,71
540,dunedin,NZ,1584039640,-45.87,170.5,55.0,81,4.72,4
541,chokwe,MZ,1584039746,-24.53,32.98,77.0,81,7.7,20
546,luwuk,ID,1584039747,-0.95,122.79,81.32,75,3.67,16
553,palu,ID,1584039747,-0.89,119.87,65.84,93,3.11,30
557,vangaindrano,MG,1584039748,-23.35,47.6,72.68,95,3.89,9
558,cururupu,BR,1584039748,-1.83,-44.87,81.86,90,3.44,64
559,saint-pierre,RE,1584039748,-21.34,55.48,77.52,88,4.7,75
568,ahipara,NZ,1584039749,-35.17,173.17,64.04,76,14.61,0
573,payo,ID,1584039749,-3.75,103.64,68.18,96,3.4,84
577,matucana,PE,1584039749,-11.85,-76.4,57.92,84,7.38,51
585,ondangwa,NA,1584039750,-17.92,15.95,82.76,39,3.62,100
590,itupiranga,BR,1584039750,-5.13,-49.33,91.4,66,5.82,20
591,port macquarie,CD,1584039739,-7.03,29.76,78.44,70,4.41,100
